Rank,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales
40212,outland,Platform,E10,XBL,Ubisoft,Housemarque,8.4,0.0,0.0,0.0,0.0,0.0
40224,outpost-kaloki-x,Strategy,E,XBL,NinjaBee,NinjaBee,7.7,0.0,0.0,0.0,0.0,0.0
40235,outrun-online-arcade,Racing,E,XBL,Sega,Sumo Digital,8.0,0.0,0.0,0.0,0.0,0.0
40237,outtrigger-international-counter-terrorism-special-force,Shooter,T,DC,Sega,Sega-AM2,7.6,0.0,0.0,0.0,0.0,0.0
40239,over-the-hedge,Platform,E10,PC,Activision,Beenox,6.7,0.0,0.0,0.0,0.0,0.0
40285,pac-man,Puzzle,E,XBL,Namco Bandai,Namco Bandai Games,7.0,0.0,0.0,0.0,0.0,0.0
40289,pac-man,Puzzle,E,3DS,Namco Bandai,Bandai Namco Games,5.0,0.0,0.0,0.0,0.0,0.0
40296,pac-man-championship-edition,Puzzle,E,XBL,Namco Bandai,Namco Bandai Games,8.5,0.0,0.0,0.0,0.0,0.0
40297,pac-man-championship-edition,Puzzle,E,PSN,Namco Bandai,Namco Bandai Games,5.5,0.0,0.0,0.0,0.0,0.0
40298,pac-man-championship-edition-dx,Puzzle,E,XBL,Namco Bandai,Namco Bandai Games,9.4,0.0,0.0,0.0,0.0,0.0
40299,pac-man-championship-edition-dx,Puzzle,E,PSN,Namco Bandai,Namco Bandai Games,9.0,0.0,0.0,0.0,0.0,0.0
40302,pac-man-vs,Puzzle,E,GC,Namco,Nintendo,7.0,0.0,0.0,0.0,0.0,0.0
40374,paint-splash,Misc,E,WW,Unknown,KnapNok Games,8.0,0.0,0.0,0.0,0.0,0.0
40401,pandemonium,Platform,E,NGage,Eidos Interactive,Ideaworks3D,5.8,0.0,0.0,0.0,0.0,0.0
40485,parasite-eve,Role-Playing,M,PSN,Sony Computer Entertainment,SquareSoft,7.9,0.0,0.0,0.0,0.0,0.0
40535,patapon,Platform,E,PSN,Sony Computer Entertainment,Pyramid/JAPAN Studio,8.7,0.0,0.0,0.0,0.0,0.0
40536,patapon-2,Platform,E,PSN,Sony Computer Entertainment,Pyramid/JAPAN Studio,8.2,0.0,0.0,0.0,0.0,0.0
40538,patchwork-heroes,Strategy,E10,PSN,Sony Computer Entertainment,Acquire,8.3,0.0,0.0,0.0,0.0,0.0
40545,pathway-to-glory,Strategy,T,NGage,Nokia,"RedLynx, Ltd.",8.6,0.0,0.0,0.0,0.0,0.0
40546,pathway-to-glory-ikusa-islands,Strategy,T,NGage,Nokia,"RedLynx, Ltd.",5.0,0.0,0.0,0.0,0.0,0.0
40549,patrician-iii-rise-of-the-hanse,Simulation,E,PC,Encore,Ascaron Entertainment GmbH,8.2,0.0,0.0,0.0,0.0,0.0
40611,peggle,Puzzle,E,XBL,PopCap Games,PopCap Games,8.8,0.0,0.0,0.0,0.0,0.0
40618,peggle-nights,Puzzle,E,XBL,PopCap Games,PopCap Games,8.4,0.0,0.0,0.0,0.0,0.0
40669,perfect-dark,Action,T,GB,Rare,Rare Ltd.,5.3,0.0,0.0,0.0,0.0,0.0
40670,perfect-dark,Shooter,M,XBL,Microsoft Game Studios,4J Studios,8.2,0.0,0.0,0.0,0.0,0.0
40764,phantasy-star-ii,Role-Playing,E,XBL,Sega,Sega / Backbone Entertainment,7.0,0.0,0.0,0.0,0.0,0.0
40767,phantasy-star-iv,Role-Playing,E,GEN,Sega,Sega,9.0,0.0,0.0,0.0,0.0,0.0
40772,phantasy-star-portable-2,Role-Playing,T,PSN,Sega,Alfa System,7.4,0.0,0.0,0.0,0.0,0.0
40801,phoenix-wright-ace-attorney,Adventure,T,WW,Capcom,Capcom,6.7,0.0,0.0,0.0,0.0,0.0
40803,phoenix-wright-ace-attorney-trials-and-tribulations,Adventure,T,WW,Capcom,Capcom,6.0,0.0,0.0,0.0,0.0,0.0
40883,pilotwings,Simulation,E,VC,Nintendo,Nintendo EAD,7.5,0.0,0.0,0.0,0.0,0.0
40903,pinball-fx-2,Misc,E,XBL,Microsoft,Zen Studios,9.5,0.0,0.0,0.0,0.0,0.0
40907,pinball-fx-2-marvel-pinball,Misc,E,XBL,Zen Studios,Zen Studios,8.2,0.0,0.0,0.0,0.0,0.0
40930,pinball-pulse-the-ancients-beckon,Misc,E,DSiW,Nintendo,Fuse Games Limited,7.9,0.0,0.0,0.0,0.0,0.0
41033,pixeljunk-eden,Platform,E,PSN,Sony Computer Entertainment,Q-Games,7.9,0.0,0.0,0.0,0.0,0.0
41034,pixeljunk-monsters,Strategy,E,PSN,Sony Computer Entertainment,Q-Games,8.4,0.0,0.0,0.0,0.0,0.0
41038,pixeljunk-monsters-deluxe,Strategy,E,PSN,Sony Computer Entertainment,Q-Games,8.7,0.0,0.0,0.0,0.0,0.0
41039,pixeljunk-racers,Racing,E,PSN,Sony Computer Entertainment,Q-Games,5.9,0.0,0.0,0.0,0.0,0.0
41040,pixeljunk-racers-2nd-lap,Racing,E,PSN,Sony Computer Entertainment,Q-Games,6.6,0.0,0.0,0.0,0.0,0.0
41041,pixeljunk-shooter,Shooter,E10,PSN,Sony Computer Entertainment,Q-Games,8.5,0.0,0.0,0.0,0.0,0.0
41042,pixeljunk-shooter-2,Shooter,E,PSN,Sony Computer Entertainment,Q-Games,8.0,0.0,0.0,0.0,0.0,0.0
41045,pixeljunk-sidescroller,Shooter,RP,PSN,Sony Computer Entertainment,Q-Games,9.0,0.0,0.0,0.0,0.0,0.0
41103,plant-tycoon,Strategy,E,PC,LDW,LDW,8.2,0.0,0.0,0.0,0.0,0.0
41104,plants-vs-zombies,Strategy,E10,XBL,PopCap Games,PopCap Games,8.9,0.0,0.0,0.0,0.0,0.0
41126,plasma-sword-nightmare-of-bilstein,Fighting,T,DC,Capcom,Capcom,5.7,0.0,0.0,0.0,0.0,0.0
41159,playstation-move-ape-escape,Platform,E10,PSN,Sony Computer Entertainment,SCE Japan Studio,3.5,0.0,0.0,0.0,0.0,0.0
41200,pocket-kingdom-own-the-world,Role-Playing,T,NGage,Nokia,Sega,7.7,0.0,0.0,0.0,0.0,0.0
41232,pocketbike-racer,Racing,E,XB,King Games,Blitz Games,5.1,0.0,0.0,0.0,0.0,0.0
41233,pocketbike-racer,Racing,E,X360,King Games,Blitz Games,5.4,0.0,0.0,0.0,0.0,0.0
41239,pod-speedzone,Racing,E,DC,Ubisoft,Ubisoft,5.4,0.0,0.0,0.0,0.0,0.0
41256,pokemon-rumble,Action,E10,WW,Nintendo,Ambrella,6.5,0.0,0.0,0.0,0.0,0.0
41284,polar-panic,Puzzle,E,XBL,Valcon Games,Eiconic Games,7.5,0.0,0.0,0.0,0.0,0.0
41311,political-tycoon,Strategy,E,PC,TalonSoft,Monte Cristo Multimedia,5.4,0.0,0.0,0.0,0.0,0.0
41337,pop,Puzzle,E,WW,Nnooo,Nnooo,5.6,0.0,0.0,0.0,0.0,0.0
41388,portal-still-alive,Shooter,T,XBL,Microsoft,Valve Software,8.9,0.0,0.0,0.0,0.0,0.0
41460,power-stone-2,Fighting,T,DC,Capcom,Capcom,8.8,0.0,0.0,0.0,0.0,0.0
41562,prince-of-persia,Adventure,T,PSN,Ubisoft,Ubisoft Montreal,8.6,0.0,0.0,0.0,0.0,0.0
41570,prince-of-persia-3d,Action,T,PC,Red Orb,Red Orb Entertainment,7.1,0.0,0.0,0.0,0.0,0.0
41571,prince-of-persia-classic,Platform,T,XBL,Ubisoft,Gameloft,7.7,0.0,0.0,0.0,0.0,0.0
41572,prince-of-persia-classic,Platform,T,PSN,Ubisoft,Gameloft,8.6,0.0,0.0,0.0,0.0,0.0
41576,prince-of-persia-arabian-nights,Platform,T,DC,Mattel Interactive,Avalanche Software,7.6,0.0,0.0,0.0,0.0,0.0
41632,prison-break-the-conspiracy,Action,T,XBL,Deep Silver,ZootFly,3.0,0.0,0.0,0.0,0.0,0.0
41637,prison-tycoon-4-supermax,Strategy,T,PC,ValuSoft,ValuSoft,2.5,0.0,0.0,0.0,0.0,0.0
41751,project-justice,Fighting,T,DC,Capcom,Capcom,7.9,0.0,0.0,0.0,0.0,0.0
41798,psychic-force-2012,Fighting,T,DC,Acclaim Entertainment,Taito Corporation,6.6,0.0,0.0,0.0,0.0,0.0
41855,punch-out-featuring-mr-dream,Fighting,E,VC,Nintendo,Nintendo IRD,9.0,0.0,0.0,0.0,0.0,0.0
41860,pure,Racing,E,PC,Disney Interactive Studios,Black Rock Studio,7.0,0.0,0.0,0.0,0.0,0.0
41869,pure-futbol,Sports,E,XBL,Ubisoft,Action Pants Inc.,3.8,0.0,0.0,0.0,0.0,0.0
41881,pursuit-force,Racing,T,PSN,Sony Computer Entertainment,Bigbig Studios,7.3,0.0,0.0,0.0,0.0,0.0
41882,pursuit-force-extreme-justice,Racing,T,PSN,Sony Computer Entertainment,Bigbig Studios,7.3,0.0,0.0,0.0,0.0,0.0
41909,puyo-pop,Puzzle,E,NGage,Sega,Sega,5.7,0.0,0.0,0.0,0.0,0.0
41954,puzzle-bobble-vs,Puzzle,E,NGage,Taito,Taito Corporation,2.2,0.0,0.0,0.0,0.0,0.0
41966,puzzle-dimension,Puzzle,E,PSN,Unknown,Doctor Entertainment,8.0,0.0,0.0,0.0,0.0,0.0
41989,puzzle-quest-challenge-of-the-warlords,Puzzle,E10,XBL,D3 Publisher,Infinite Interactive,9.1,0.0,0.0,0.0,0.0,0.0
41991,puzzle-quest-challenge-of-the-warlords,Puzzle,E10,PC,D3 Publisher,Infinite Interactive,8.6,0.0,0.0,0.0,0.0,0.0
42020,puzzlegeddon,Puzzle,E,XBL,Tecmo,Pieces Interactive,6.4,0.0,0.0,0.0,0.0,0.0
42035,pyramids,Puzzle,E,3DS,Enjoy Gaming,Visual Impact Productions,7.5,0.0,0.0,0.0,0.0,0.0
42042,qbert,Puzzle,E,DC,Hasbro Interactive,Artech Digital Entertainment,5.4,0.0,0.0,0.0,0.0,0.0
42069,qix,Puzzle,E,XBL,Taito,Taito Corporation,4.2,0.0,0.0,0.0,0.0,0.0
42085,quake,Shooter,M,PC,id Software,id Software,9.4,0.0,0.0,0.0,0.0,0.0
42087,quake-arena-arcade,Shooter,M,XBL,Bethesda Softworks,id Software,7.1,0.0,0.0,0.0,0.0,0.0
42088,quake-ii,Shooter,M,PC,Activision,id Software,9.0,0.0,0.0,0.0,0.0,0.0
42092,quake-iii-arena,Shooter,M,DC,Sega,Raster,9.3,0.0,0.0,0.0,0.0,0.0
42093,quake-iii-team-arena,Shooter,M,PC,Activision,id Software,8.0,0.0,0.0,0.0,0.0,0.0
42186,r-type-dimensions,Shooter,E,XBL,Tozai Games,Southend Interactive,7.8,0.0,0.0,0.0,0.0,0.0
42210,ruse,Strategy,T,XBL,Ubisoft,Eugen Systems,8.0,0.0,0.0,0.0,0.0,0.0
42274,radiant-silvergun,Shooter,T,XBL,Treasure,"Treasure Co., Ltd.",8.6,0.0,0.0,0.0,0.0,0.0
42287,rag-doll-kung-fu,Fighting,M,PC,Valve,Mark Healey,7.0,0.0,0.0,0.0,0.0,0.0
42288,rag-doll-kung-fu-fists-of-plastic,Fighting,E10,PSN,Sony Computer Entertainment,Tarsier Studios,6.2,0.0,0.0,0.0,0.0,0.0
42293,rage-of-the-gladiator,Fighting,T,WW,Ghostfire Games,Ghostfire Games,8.0,0.0,0.0,0.0,0.0,0.0
42334,railroad-tycoon-ii,Strategy,E,PC,Gathering of Developers,PopTop Software,8.3,0.0,0.0,0.0,0.0,0.0
42335,railroad-tycoon-ii-the-second-century,Strategy,E,PC,Gathering of Developers,PopTop Software,8.7,0.0,0.0,0.0,0.0,0.0
42342,railworks,Simulation,E,PC,RailSimulator.com,RailSimulator.com,7.0,0.0,0.0,0.0,0.0,0.0
42434,raskulls,Puzzle,E10,XBL,Halfbrick Studios,Halfbrick Studios,7.4,0.0,0.0,0.0,0.0,0.0
42439,ratatouille,Platform,E,XB,THQ,Asobo Studio,6.0,0.0,0.0,0.0,0.0,0.0
42463,rayman,Platform,E,PC,Ubisoft,Ubisoft Montpellier,7.4,0.0,0.0,0.0,0.0,0.0
42465,rayman,Platform,E,GB,Ubisoft,Ubisoft Montpellier,9.0,0.0,0.0,0.0,0.0,0.0
42473,rayman-2-the-great-escape,Platform,E,DC,Ubisoft,Ubisoft Montpellier,9.1,0.0,0.0,0.0,0.0,0.0
42475,rayman-3,Platform,E,NGage,Gameloft,Gameloft,8.0,0.0,0.0,0.0,0.0,0.0
42477,rayman-forever,Platform,E,PC,Ubisoft,Ubisoft,6.9,0.0,0.0,0.0,0.0,0.0
42486,razor-freestyle-scooter,Sports,E,DC,Crave Entertainment,Titanium Studios,6.3,0.0,0.0,0.0,0.0,0.0
42502,re-volt,Racing,E,DC,Acclaim Entertainment,Probe Entertainment Limited,7.7,0.0,0.0,0.0,0.0,0.0
42516,ready-2-rumble-boxing,Sports,T,DC,Midway Games,Midway Games,8.3,0.0,0.0,0.0,0.0,0.0
42517,ready-2-rumble-boxing,Sports,E,GB,Midway Games,Midway,6.0,0.0,0.0,0.0,0.0,0.0
42594,record-of-agarest-war,Role-Playing,T,XBL,Aksys Games,Compile Heart,7.0,0.0,0.0,0.0,0.0,0.0
42595,record-of-agarest-war,Role-Playing,T,PSN,Aksys Games,Compile Heart,7.0,0.0,0.0,0.0,0.0,0.0
42596,record-of-lodoss-war,Role-Playing,M,DC,Conspiracy Entertainment,Neverland Company,7.8,0.0,0.0,0.0,0.0,0.0
42629,red-dog-superior-firepower,Action,T,DC,Crave Entertainment,Argonaut Games,6.8,0.0,0.0,0.0,0.0,0.0
42630,red-faction,Shooter,M,NGage,THQ,Monkeystone Games,5.4,0.0,0.0,0.0,0.0,0.0
42635,red-faction-battlegrounds,Action,E10,PSN,THQ,THQ,4.9,0.0,0.0,0.0,0.0,0.0
42636,red-faction-battlegrounds,Action,E10,XBL,THQ,THQ,5.4,0.0,0.0,0.0,0.0,0.0
42649,red-johnsons-chronicles-episode-1,Adventure,M,PSN,Lexis Numerique,Lexis Numerique,7.3,0.0,0.0,0.0,0.0,0.0
42674,reel-fishing-wild,Sports,E,DC,Natsume,West One,5.9,0.0,0.0,0.0,0.0,0.0
42730,renegade-ops,Shooter,T,PSN,Sega,Avalanche Studios,8.4,0.0,0.0,0.0,0.0,0.0
42731,renegade-ops,Shooter,T,XBL,Sega,Avalanche Studios,10.0,0.0,0.0,0.0,0.0,0.0
42732,renegade-ops,Shooter,T,PC,Sega,Avalanche Studios,7.5,0.0,0.0,0.0,0.0,0.0
42754,requiem-of-hell,Role-Playing,M,NGage,Nokia,Digital-Red,5.8,0.0,0.0,0.0,0.0,0.0
42770,reservoir-dogs,Action,M,XB,Eidos Interactive,Volatile Games,5.0,0.0,0.0,0.0,0.0,0.0
42771,reservoir-dogs,Action,M,PS2,Eidos Interactive,Volatile Games,5.4,0.0,0.0,0.0,0.0,0.0
42772,resident-evil,Action,M,PC,Virgin Interactive,Capcom,7.2,0.0,0.0,0.0,0.0,0.0
42775,resident-evil-2,Action,M,DC,Capcom,Capcom,7.9,0.0,0.0,0.0,0.0,0.0
42776,resident-evil-2,Action,M,PC,Capcom,Capcom,6.9,0.0,0.0,0.0,0.0,0.0
42778,resident-evil-3-nemesis,Action,M,DC,Capcom,Capcom,8.4,0.0,0.0,0.0,0.0,0.0
42784,resident-evil-4-hd,Action,M,XBL,Capcom,Capcom,8.4,0.0,0.0,0.0,0.0,0.0
42791,resident-evil-gaiden,Action,T,GB,Capcom,M4 Limited,5.4,0.0,0.0,0.0,0.0,0.0
42801,resogun,Shooter,E10,PS4,Sony Computer Entertainment,Housemarque,8.4,0.0,0.0,0.0,0.0,0.0
42854,revenge-of-the-wounded-dragons,Action,T,PSN,Sony Online Entertainment,Wanako Games,7.5,0.0,0.0,0.0,0.0,0.0
42871,rez-hd,Shooter,E,XBL,Q Entertainment,HexaDrive,9.1,0.0,0.0,0.0,0.0,0.0
42907,rifts-promise-of-power,Role-Playing,T,NGage,Nokia,Backbone Entertainment,8.0,0.0,0.0,0.0,0.0,0.0
42939,rippin-riders,Sports,E,DC,Sega,UEP Systems,6.8,0.0,0.0,0.0,0.0,0.0
42945,rise-of-nations-thrones-amp-patriots,Strategy,T,PC,Microsoft Game Studios,Big Huge Games,9.0,0.0,0.0,0.0,0.0,0.0
42984,rival-turf,Action,E10,VC,Jaleco,Jaleco Entertainment,4.0,0.0,0.0,0.0,0.0,0.0
43032,roadsters,Racing,E,DC,Titus,Player 1,4.6,0.0,0.0,0.0,0.0,0.0
43033,roadsters,Racing,E,GB,Titus,Titus Software,3.0,0.0,0.0,0.0,0.0,0.0
43056,roboblitz,Shooter,E10,XBL,Microsoft,Naked Sky Entertainment,6.7,0.0,0.0,0.0,0.0,0.0
43057,roboblitz,Shooter,E10,PC,Naked Sky Entertainment,Naked Sky Entertainment,7.5,0.0,0.0,0.0,0.0,0.0
43105,robotron-2084,Shooter,E,XBL,Midway Games,Digital Eclipse,7.5,0.0,0.0,0.0,0.0,0.0
43108,robox,Platform,E,WW,Unknown,DreamBox Games,4.5,0.0,0.0,0.0,0.0,0.0
43119,rock-band-unplugged,Misc,T,PSN,MTV Games,Backbone Entertainment / Harmonix Music Systems,8.0,0.0,0.0,0.0,0.0,0.0
43125,rock-of-ages,Strategy,E10,XBL,Atlus,ACE Team,7.4,0.0,0.0,0.0,0.0,0.0
43139,rocket-knight,Platform,E10,PSN,Konami,Climax Studios,6.9,0.0,0.0,0.0,0.0,0.0
43140,rocket-knight,Platform,E10,PC,Konami,Climax Studios,7.6,0.0,0.0,0.0,0.0,0.0
43141,rocket-knight,Platform,E10,XBL,Konami,Climax Studios,7.0,0.0,0.0,0.0,0.0,0.0
43148,rocket-riot,Action,E,XBL,THQ,CodeGlue,7.0,0.0,0.0,0.0,0.0,0.0
43150,rocketbirds-hardboiled-chicken,Action,M,PSN,Unknown,Ratloop Asia Pte Ltd,6.0,0.0,0.0,0.0,0.0,0.0
43153,rocketmen-axis-of-evil,Shooter,E10,PSN,Capcom,A.C.R.O.N.Y.M. Games Inc.,5.4,0.0,0.0,0.0,0.0,0.0
43180,rocksmith-2014,Music,T,OSX,Ubisoft,Ubisoft San Francisco,9.0,0.0,0.0,0.0,0.0,0.0
43222,rollercoaster-tycoon-2-wacky-worlds,Strategy,E,PC,Atari,Frontier Developments,5.4,0.0,0.0,0.0,0.0,0.0
43228,rollercoaster-tycoon-loopy-landscapes,Strategy,E,PC,Atari,Chris Sawyer,8.2,0.0,0.0,0.0,0.0,0.0
43252,romance-of-the-three-kingdoms-xi,Strategy,E10,PC,KOEI,Koei,7.6,0.0,0.0,0.0,0.0,0.0
43262,rome-total-war-alexander,Strategy,T,PC,Sega,The Creative Assembly,7.4,0.0,0.0,0.0,0.0,0.0
43263,rome-total-war-barbarian-invasion,Strategy,T,PC,Sega,The Creative Assembly,8.3,0.0,0.0,0.0,0.0,0.0
43352,rugby-world-cup-2011,Sports,E,XBL,505 Games,HB Studios Multimedia,4.8,0.0,0.0,0.0,0.0,0.0
43353,rugby-world-cup-2011,Sports,E,PSN,505 Games,HB Studios Multimedia,4.5,0.0,0.0,0.0,0.0,0.0
43423,rushn-attack-ex-patriot,Platform,M,PSN,Konami,Vatra Games,4.9,0.0,0.0,0.0,0.0,0.0
43424,rushn-attack-ex-patriot,Platform,M,XBL,Konami,Vatra Games,4.9,0.0,0.0,0.0,0.0,0.0
43467,sackboys-prehistoric-moves,Platform,E,PSN,Sony Computer Entertainment,XDev,6.7,0.0,0.0,0.0,0.0,0.0
43611,samba-de-amigo,Misc,E,DC,Sega,Sonic Team,7.6,0.0,0.0,0.0,0.0,0.0
43661,san-francisco-rush-2049,Racing,E,DC,Midway Games,Midway,8.1,0.0,0.0,0.0,0.0,0.0
43745,save-the-turtles,Puzzle,E,DSiW,Sabarasa Entertainment,Sabarasa Entertainment,8.0,0.0,0.0,0.0,0.0,0.0
43766,schizoid,Action,E,XBL,Microsoft,Torpex Games LLC,5.0,0.0,0.0,0.0,0.0,0.0
43788,scott-pilgrim-vs-the-world,Action,T,PSN,Ubisoft,Ubisoft Montreal,7.7,0.0,0.0,0.0,0.0,0.0
43789,scott-pilgrim-vs-the-world,Action,T,XBL,Ubisoft,Ubisoft Montreal,8.2,0.0,0.0,0.0,0.0,0.0
43798,scramble,Shooter,E,XBL,Konami,Digital Eclipse,5.2,0.0,0.0,0.0,0.0,0.0
43803,scrap-metal,Racing,E10,XBL,Microsoft,Slick Entertainment,7.6,0.0,0.0,0.0,0.0,0.0
43887,seaworld-adventure-parks-tycoon,Strategy,E,PC,Activision,Activision,5.9,0.0,0.0,0.0,0.0,0.0
43899,secret-of-mana,Role-Playing,E10,VC,Square Enix,SquareSoft,9.0,0.0,0.0,0.0,0.0,0.0
43912,section-8-prejudice,Shooter,T,PC,TimeGate Studios,TimeGate Studios,7.6,0.0,0.0,0.0,0.0,0.0
43913,section-8-prejudice,Shooter,T,PS3,Unknown,TimeGate Studios,6.8,0.0,0.0,0.0,0.0,0.0
43914,section-8-prejudice,Shooter,T,X360,TimeGate Studios,TimeGate Studios,7.9,0.0,0.0,0.0,0.0,0.0
43970,sega-bass-fishing,Sports,E,DC,Sega,SIMS,8.2,0.0,0.0,0.0,0.0,0.0
43974,sega-bass-fishing-2,Sports,E,DC,Sega,Wow Entertainment,7.9,0.0,0.0,0.0,0.0,0.0
43986,sega-marine-fishing,Sports,E,DC,Sega,Wow Entertainment,7.9,0.0,0.0,0.0,0.0,0.0
43999,sega-smash-pack-volume-1,Misc,T,DC,Sega,Sega,5.8,0.0,0.0,0.0,0.0,0.0
44005,sega-swirl,Puzzle,E,DC,Sega,Tremor Entertainment,8.6,0.0,0.0,0.0,0.0,0.0
44134,serious-sam-hd-the-first-encounter,Shooter,M,XBL,Majesco,Croteam,7.0,0.0,0.0,0.0,0.0,0.0
44158,seven-kingdoms-conquest,Strategy,T,PC,Enlight,Enlight Software,3.5,0.0,0.0,0.0,0.0,0.0
44161,seventh-cross-evolution,Role-Playing,T,DC,UFO Interactive,Atypical Alchemists Associate,4.9,0.0,0.0,0.0,0.0,0.0
44176,sexy-poker,Misc,M,WW,Gameloft,Gameloft,4.1,0.0,0.0,0.0,0.0,0.0
44181,shadow-complex,Shooter,T,XBL,Microsoft,Chair Entertainment Group,8.9,0.0,0.0,0.0,0.0,0.0
44188,shadow-harvest-phantom-ops,Shooter,M,PC,Viva Media,Black Lion Studios,3.5,0.0,0.0,0.0,0.0,0.0
44190,shadow-man,Action,M,DC,Acclaim Entertainment,Acclaim Studios Teesside,8.2,0.0,0.0,0.0,0.0,0.0
44220,shadowgrounds,Shooter,M,PC,Meridian4,Frozenbyte,6.8,0.0,0.0,0.0,0.0,0.0
44221,shadowgrounds-survivor,Shooter,M,PC,Meridian4,Frozenbyte,7.3,0.0,0.0,0.0,0.0,0.0
44272,shank,Action,M,XBL,Electronic Arts,Klei Entertainment,7.1,0.0,0.0,0.0,0.0,0.0
44273,shank,Action,M,PC,Electronic Arts,Klei Entertainment,6.7,0.0,0.0,0.0,0.0,0.0
44274,shank,Action,M,PSN,Electronic Arts,Klei Entertainment,6.9,0.0,0.0,0.0,0.0,0.0
44280,shantae,Platform,E,GB,Capcom,WayForward Technologies,8.4,0.0,0.0,0.0,0.0,0.0
44286,shantae-riskys-revenge,Platform,E10,DSiW,WayForward,WayForward Technologies,8.1,0.0,0.0,0.0,0.0,0.0
44301,shatter,Puzzle,E,PSN,Sidhe Interactive,Sidhe Interactive,8.4,0.0,0.0,0.0,0.0,0.0
44302,shattered-horizon,Shooter,T,PC,Futuremark Games Studio,Futuremark Games Studio,6.8,0.0,0.0,0.0,0.0,0.0
44308,shaun-white-skateboarding,Sports,T,XBL,Ubisoft,Ubisoft Montreal,6.1,0.0,0.0,0.0,0.0,0.0
44314,sheep,Strategy,E,GBA,Capcom,Empire Interactive,7.3,0.0,0.0,0.0,0.0,0.0
44351,shift-extended,Puzzle,T,PSN,Zallag,Fishing Cactus,8.0,0.0,0.0,0.0,0.0,0.0
44430,shin-megami-tensei-persona,Role-Playing,T,PSN,Atlus,Atlus Co.,7.5,0.0,0.0,0.0,0.0,0.0
44433,shin-megami-tensei-persona-3-portable,Role-Playing,M,PSN,Atlus,Atlus Co.,8.9,0.0,0.0,0.0,0.0,0.0
44468,shining-force-the-legacy-of-great-intention,Strategy,E,VC,Sega,Climax Entertainment/Sonic Team,8.0,0.0,0.0,0.0,0.0,0.0
44578,shogun-total-war-warlord-edition,Strategy,T,PC,Electronic Arts,The Creative Assembly,8.6,0.0,0.0,0.0,0.0,0.0
44610,shrek-2,Platform,E,GBA,Activision,Vicarious Visions,6.7,0.0,0.0,0.0,0.0,0.0
44639,sid-meiers-alpha-centauri,Strategy,E,PC,Electronic Arts,Firaxis Games,9.4,0.0,0.0,0.0,0.0,0.0
44660,sid-meiers-gettysburg,Strategy,E,PC,Electronic Arts,Firaxis Games,9.3,0.0,0.0,0.0,0.0,0.0
44695,silent-hunter-wolves-of-the-pacific-u-boat-missions-expansion,Simulation,T,PC,Ubisoft,Ubisoft Romania,7.0,0.0,0.0,0.0,0.0,0.0
44698,silent-scope,Shooter,M,DC,Konami,KCET,6.9,0.0,0.0,0.0,0.0,0.0
44715,silver,Role-Playing,T,DC,Infogrames,Spiral House,6.9,0.0,0.0,0.0,0.0,0.0
44724,sim-city-4-rush-hour,Simulation,E,PC,Electronic Arts,Microsoft,7.0,0.0,0.0,0.0,0.0,0.0
44727,simcity,Simulation,E,VC,Nintendo,Intelligent Systems,7.5,0.0,0.0,0.0,0.0,0.0
44932,simply-minesweeper,Puzzle,E,DSiW,Engine Software,Engine Software,6.0,0.0,0.0,0.0,0.0,0.0
44946,sin-and-punishment,Shooter,T,VC,Nintendo,"Treasure Co., Ltd.",9.0,0.0,0.0,0.0,0.0,0.0
45002,siren-blood-curse-episodes-5-8,Action-Adventure,M,PSN,Sony Computer Entertainment,SCE Japan Studio,8.0,0.0,0.0,0.0,0.0,0.0
45003,siren-blood-curse-episodes-9-12,Action-Adventure,M,PSN,Sony Computer Entertainment,SCE Japan Studio,8.0,0.0,0.0,0.0,0.0,0.0
45038,ski-resort-tycoon,Strategy,E,PC,Head Games,Cat Daddy Games,7.4,0.0,0.0,0.0,0.0,0.0
45091,skydrift,Racing,E10,PSN,Unknown,Digital Reality,7.5,0.0,0.0,0.0,0.0,0.0
45092,skydrift,Racing,E10,XBL,Unknown,Digital Reality,7.5,0.0,0.0,0.0,0.0,0.0
45128,slave-zero,Action,T,DC,Infogrames,Accolade,5.7,0.0,0.0,0.0,0.0,0.0
45217,small-arms,Action,E10,XBL,Gastronaut Studios,Gastronaut Studios,6.7,0.0,0.0,0.0,0.0,0.0
45238,smash-tv,Shooter,T,XBL,Midway Games,Digital Eclipse,7.8,0.0,0.0,0.0,0.0,0.0
45260,snakes,Puzzle,E,NGage,Nokia,IOMO,8.4,0.0,0.0,0.0,0.0,0.0
45270,sneak-king,Action,E,XB,King Games,Blitz Games,5.8,0.0,0.0,0.0,0.0,0.0
45271,sneak-king,Action,E,X360,King Games,King Games,5.8,0.0,0.0,0.0,0.0,0.0
45279,sniper-ghost-warrior,Shooter,M,XBL,City Interactive,City Interactive,4.3,0.0,0.0,0.0,0.0,0.0
45285,sno-cross-championship-racing,Racing,E,DC,Crave Entertainment,UDS,4.8,0.0,0.0,0.0,0.0,0.0
45290,snoopy-flying-ace,Action,E10,XBL,Microsoft,Smart Bomb Interactive,8.1,0.0,0.0,0.0,0.0,0.0
45339,socom-us-navy-seals-confrontation,Shooter,M,PSN,Sony Computer Entertainment,Slant Six Games,6.3,0.0,0.0,0.0,0.0,0.0
